,license,path,download_link,repo_name,input,download_count,org_name,output,starcoder-response,codebertscore,bleuscore
234,MIT,data/repos/charleskorn/raspi-information-radiator/tasks/main.yml,https://old-galaxy.ansible.com/charleskorn/raspi-information-radiator,raspi-information-radiator,name: Install packages,24,charleskorn,"apt: pkg= state=installed
sudo: true
with_items:
- matchbox
- x11-xserver-utils
- ttf-mscorefonts-installer
- sqlite3
- libnss3
- screen
- unclutter
- chromium
notify:
- Restart
- Wait for restart to finish
","name: Install packages

Answer: ansible.builtin.package:
  name: '{{ _auto_update_packages[ansible_os_family ~ ''-'' ~ ansible_distribution_major_version]
    | default(_auto_update_packages[ansible_os_family] | default(_auto_update_packages[''default'']
    )) }}'
  state: present
",0.6736947298049927,0.09691301022479232
235,,data/repos/siamaksade/openshift_workshopper/tasks/main.yml,https://old-galaxy.ansible.com/siamaksade/openshift_workshopper,openshift_workshopper,name: create workshopper project workshopper,14488,siamaksade,"shell: oc new-project workshopper --display-name='Workshopper' --description='Workshopper
  Guides'
when: workshopper_project_result is failed
","name: create workshopper project workshopper

Answer: shell: oc new-project workshopper --display-name='Workshopper'
",0.899398148059845,0.6341559046440491
236,GPL-3.0-only,data/repos/michaelrigart/mariadb/tasks/package.yml,https://old-galaxy.ansible.com/michaelrigart/mariadb,mariadb,name: install specific mariadb client version,18,michaelrigart,"apt:
  pkg: mariadb_client=
  state: installed
  update_cache: true
  cache_valid_time: 3600
when: mariadb_client_install and mariadb_client_pkg_version
","name: install specific mariadb client version

Answer: yum:
  name: mariadb-client-{{ keycloak_mysql_version }}
  state: present
  update_cache: true
",0.8254731297492981,0.5294091043176563
237,,data/repos/honomoa/pip/tasks/provision.yml,https://old-galaxy.ansible.com/honomoa/pip,pip,name: Install packages from PIP,2913,honomoa,"pip: name= state=present
","name: Install packages from PIP

Answer: pip:
  name:
  - azure-mgmt-cli
  state: present
",0.7191178798675537,0.18756501397868386
238,,data/repos/sajain68/strapi_role1/tasks/main.yml,https://old-galaxy.ansible.com/sajain68/strapi_role1,strapi_role1,name: Copying template file docker-compose.yaml,12,sajain68,"template:
  src: docker-compose.yaml
  dest: /root/strapi
","name: Copying template file docker-compose.yaml

Answer: template:
  src: ''
  dest: ''
",0.8350937366485596,0.5071350729792199
239,,data/repos/andreazorzetto/ubuntu-aptmirror-server/tasks/main.yml,https://old-galaxy.ansible.com/andreazorzetto/ubuntu-aptmirror-server,ubuntu-aptmirror-server,name: Place mirror.list configuration,21,andreazorzetto,"template:
  src: mirror.list.j2
  dest: /etc/apt/mirror.list
  backup: true
","name: Place mirror.list configuration

Answer: template:
  src: mirror.list.j2
  dest: /etc/apt/sources.list.d/mackerel.list
  mode: 420
when: ansible_distribution_release == ""xenial""
",0.8376291394233704,0.35426681290801787
240,MIT,data/repos/duckle29/dhparam/tasks/main.yml,https://old-galaxy.ansible.com/duckle29/dhparam,dhparam,name: Transfer dhparams to remote server,43,duckle29,"ansible.builtin.copy:
  src: /dhparams.pem
  dest: /etc/ssl/ansible/dhparams.pem
  owner: root
  group: root
  mode: u=rw,g=r,o=r
when:
- dhparams_key_size|string != dhparams_remote_key_size.stdout
","name: Transfer dhparams to remote server

Answer: copy:
  src: dhparams.pem
  dest: /etc/openvpn/certs/dhparams.pem
  group: deepvpn
  mode: 420
notify:
- Enable and start OpenVPN service
",0.8035867214202881,0.49159861371227864
241,MIT,data/repos/telus/aws-codedeploy-agent/tasks/main.yml,https://old-galaxy.ansible.com/telus/aws-codedeploy-agent,aws-codedeploy-agent,name: Load variables specific to this OS,465,telus,"include_vars: .yml
tags:
- codedeploy
","name: Load variables specific to this OS family

Answer: include_vars: ''
with_first_found:
-.yml
-.yml
tags:
- role::postfix
- role::postfix:install
- role::postfix:config
",0.7858653664588928,0.1547101215836885
242,,data/repos/kobanyan/chibineko/tasks/main.yml,https://old-galaxy.ansible.com/kobanyan/chibineko,chibineko,name: Clone chibineko,15,kobanyan,"git:
  repo: https://github.com/tabbyz/chibineko.git
  dest: /home/{{ ansible_user_id }}/src/chibineko
","name: Clone chibineko project

Answer: git:
  repo: https://github.com/chibineko/chibineko.git
  dest: '{{ chibineko_code_folder }}/{{chibineko_src}}'
  version: master
when: chibineko_git_repo!= False
",0.8609198927879333,0.36034765280172565
243,"Apache-2.0-Short,Apache-2.0",data/repos/hauptj/ansible-role-wordpress/tasks/main.yml,https://old-galaxy.ansible.com/hauptj/ansible-role-wordpress,ansible-role-wordpress,name: Print wp_salt,28,hauptj,"debug:
  var: wp_salt.content
","name: Print wp_salt if configured.

Answer: debug:
  msg:
  - '--------------------------------------------------------------------'
  - Setting wp_salt...
  - '--------------------------------------------------------------------'
when: wp_salt
",0.7736002206802368,0.08047021085973202
244,"Apache-2.0-Short,Apache-2.0",data/repos/robertdebock/rundeck/tasks/assert.yml,https://old-galaxy.ansible.com/robertdebock/rundeck,rundeck,name: assert | Test rundeck_config,2151,robertdebock,"ansible.builtin.assert:
  that:
  - rundeck_config is defined
  - rundeck_config is iterable
  quiet: true
","name: assert | Test rundeck_config

Answer: ansible.builtin.assert:
  that:
  - rundeck_config is defined
  - rundeck_config is iterable
  quiet: true
",0.9381296634674072,0.7056657234227119
245,,data/repos/tschifftner/composer/tasks/main.yml,https://old-galaxy.ansible.com/tschifftner/composer,composer,name: fail when php is not installed,281,tschifftner,"fail:
  msg: PHP needs to be installed before!
when: composer_phpcheck is failed
","name: fail when php is not installed

Answer: fail: msg=""php is not installed, please install php!""
when: php_installed|failed
tags:
- skip_ansible_lint
",0.793094277381897,0.24161574191066398
246,,data/repos/wosg-virtualenv/solr/tasks/main.yml,https://old-galaxy.ansible.com/wosg-virtualenv/solr,solr,name: Set solr_filename for Solr 3.x.,4,wosg-virtualenv,"set_fact:
  solr_filename: apache-solr-4.10.4
when: solr_version.split('.')[0] == '3'
","name: Set solr_filename for Solr 3.x.

Answer: set_fact:
  solr_filename: solr-HYBRISCOMM180800P_1-70003534.zip
when: solr_version|split('.')[0] == '3'
",0.8296719789505005,0.4550300583380287
247,MIT,data/repos/kanapuliathavan/redis/tasks/main.yml,https://old-galaxy.ansible.com/kanapuliathavan/redis,redis,name: Copy Customized redis.conf file,18,kanapuliathavan,"template: src=redis.conf dest=/etc/redis.conf
notify:
- Restart Redis Server
","name: Copy Customized redis.conf file into place.

Answer: template:
  src: '{{ redis_host_conf_path | default(inventory_hostname) }}/redis.conf.j2'
  dest: /etc/redis/redis.conf
  owner: root
  group: root
  mode: 420
notify: Restart redis
",0.8226411938667297,0.23311613957179408
248,,data/repos/francisco-andrade/mongodb/tasks/main.yml,https://old-galaxy.ansible.com/francisco-andrade/mongodb,mongodb,name: moving monit check mongo file,69,francisco-andrade,"template: src=""./monit_mongo.cfg"" dest=""/27001_monit_mongo.cfg"" mode=700
tags: installation
when: mongo_action == 'install' and monit_extra_checks_dir is defined
","name: moving monit check mongo file

Answer: copy:
  src: /usr/local/nagios/libexec/check_mongo
  dest: /usr/local/nagios/libexec/mongo
  owner: root
  group: root
  mode: 493
  remote_src: true
when: nagios_mongo_check.changed
",0.7699631452560425,0.24100542960851426
249,MIT,data/repos/hp41/coreos-docker-compose/tasks/main.yml,https://old-galaxy.ansible.com/hp41/coreos-docker-compose,coreos-docker-compose,name: Create /opt/bin before downloading docker-compose,46,hp41,"file:
  path: /opt/bin
  state: directory
  mode: '493'
","name: Create /opt/bin before downloading docker-compose

Answer: file:
  path: /opt/bin
  state: directory
",0.8295983076095581,0.4101981558223093
250,,data/repos/sheikhaafaq/dynamic_inventory/tasks/main.yml,https://old-galaxy.ansible.com/sheikhaafaq/dynamic_inventory,dynamic_inventory,name: Updating the shebang in ec2.py file,32,sheikhaafaq,"replace:
  path: /task19/Inventory/ec2.py
  regexp: '#!/usr/bin/env python'
  replace: '#!/usr/bin/python3'
","name: Updating the shebang in ec2.py file

Answer: lineinfile:
  dest: /home//ec2.py
  regexp: ''
  line: ''
",0.766159176826477,0.3171309825036632
251,MIT,data/repos/mstrisoline/logstash-play/tasks/main.yml,https://old-galaxy.ansible.com/mstrisoline/logstash-play,logstash-play,name: Create Logstash Logging Dir,16,mstrisoline,"file: state=directory path=/opt/logstash/logs owner=root group=root
tags: ansible-logstash
","name: Create Logstash Logging Dir

Answer: become: true
file:
  path: /var/log/logstash
  owner: logstash
  group: logstash
  mode: 493
  state: directory
",0.8313506841659546,0.3321241665684438
252,LGPL-3.0-only,data/repos/raben2/nginx/tasks/setup-Ubuntu.yml,https://old-galaxy.ansible.com/raben2/nginx,nginx,name: Add PPA for Nginx.,27,raben2,"apt_repository:
  repo: ppa:nginx/stable
  state: present
  update_cache: true
register: nginx_ppa_added
when: nginx_ppa_use
","name: Add PPA for Nginx.

Answer: apt_repository: repo='ppa:nginx/stable' state=present
when: nginx_apt_add_ppa
",0.8690289855003357,0.5410514158972172
253,,data/repos/hugo_paredes/docker/tasks/main.yml,https://old-galaxy.ansible.com/hugo_paredes/docker,docker,name: Create the APT repository (),8,hugo_paredes,"ansible.builtin.apt_repository:
  repo: deb https://download.docker.com/linux/  stable
  state: present
","name: Create the APT repository ()

Answer: apt_repository:
  repo: deb [arch=amd64] https://packages.microsoft.com/repos/azure-cli/  main
  filename: azure-cli
  state: present
",0.8092717528343201,0.35711757818516887
254,MIT,data/repos/weldpua2008/vagrant/tasks/install-gentoo.yml,https://old-galaxy.ansible.com/weldpua2008/vagrant,vagrant,name: Install VirtualBox package,93,weldpua2008,"portage: package= state=present
changed_when: false
with_items:
- app-emulation/virtualbox
- app-emulation/virtualbox-additions
- app-emulation/virtualbox-guest-additions
when: enable_virtualbox|bool
tags:
- vagrant
","name: Install VirtualBox package

Answer: apt:
  name: virtualbox-5.1
  update_cache: true
  cache_valid_time: 3600
  state: present
become: true
",0.7350441813468933,0.21282366666600488
255,MIT,data/repos/mindpointgroup/windows_2016_cis/tasks/section02.yml,https://old-galaxy.ansible.com/mindpointgroup/windows_2016_cis,windows_2016_cis,name: SCORED | 2.3.7.6 | PATCH | L2 Ensure Interactive logon Number of previous logons,744,mindpointgroup,"  to cache in case domain controller is not available is set to 4 or fewer logons
  MS only
win_regedit:
  path: HKLM:\Software\Microsoft\Windows Nt\Currentversion\Winlogon
  name: cachedlogonscount
  data: 1
  type: string
when: rule_2_3_7_6
tags:
- level2
- rule_2.3.7.6
- patch
","name: SCORED | 2.3.7.6 | PATCH | L2 Ensure Interactive logon Number of previous logons
    required before unlocking is set to 1 or more
- name: SCORED | 2.3.7.6 | PATCH | L2 Ensure Interactive logon Number of previous
    logons required before unlocking is set to 1 or more
  win_regedit:
    path: HKLM:\Software\Microsoft\Windows\Currentversion\Policies\System
    name: NumPreviousLogons
    data: 1
    type: dword
when: rule_2_3_7_6
tags:
- level2
- rule_2.3.7.6
- patch
",0.8110937476158142,0.4260296631765206
256,,data/repos/solutiondrive/vault/tasks/main.yml,https://old-galaxy.ansible.com/solutiondrive/vault,vault,name: Unzip Vault Archive - 1.1.1,422,solutiondrive,"unarchive:
  src: /tmp//{{vault_app_name}}.zip
  remote_src: true
  dest: /usr/local/bin
  mode: u+rwx
  owner: vault
  creates: /usr/local/bin/vault
","name: Unzip Vault Archive - 1.1.1

Answer: unarchive:
  src: /tmp/vault-1.1.1.zip
  dest: /opt/vault/{{ vault_version }}
  creates: /opt/vault/{{ vault_version }}/vault
  owner: root
  group: root
  remote_src: true
  keep_newer: true
  mode: 493
tags: install
",0.8146526217460632,0.41410033587750655
257,"Apache-2.0-Short,Apache-2.0",data/repos/diodonfrost/amazon_codedeploy/tasks/main.yml,https://old-galaxy.ansible.com/diodonfrost/amazon_codedeploy,amazon_codedeploy,name: Linux/Unix | Include OS specific variables.,6477,diodonfrost,"include_vars: .yml
","name: Linux/Unix | Include OS specific variables.

Answer: include_vars:.yml
",0.8027564287185669,0.2021755465680347
258,,data/repos/luizgama13/web_balancer/tasks/install.yml,https://old-galaxy.ansible.com/luizgama13/web_balancer,web_balancer,name: Instala servidor Nginx no Debian 9,14,luizgama13,"when: ansible_os_family == ""Debian""
apt:
  name: nginx
  state: present
notify:
- Start Nginx
tags: balancer
","name: Instala servidor Nginx no Debian 9

Answer: apt:
  name: nginx
",0.7600346207618713,0.3002986524111533
259,,data/repos/jeduoliveira/elasticsearch/tasks/main.yml,https://old-galaxy.ansible.com/jeduoliveira/elasticsearch,elasticsearch,name: Set limits.conf,218,jeduoliveira,"pam_limits:
  domain: elasticsearch
  limit_type: '-'
  limit_item: nofile
  value: '65535'
","name: Set limits.conf limits

Answer: template: src=limits.conf dest=/etc/security/limits.d/limits.conf owner=root group=root
  mode=0644
",0.6714756488800049,0.17459610260360897
260,MIT,data/repos/andrewrothstein/getenvoy/tasks/main.yml,https://old-galaxy.ansible.com/andrewrothstein/getenvoy,getenvoy,name: resolve platform specific vars,68,andrewrothstein,"include_vars: ''
with_first_found:
- files:
  - -.yml
  - .yml
  - .yml
  skip: true
  paths:
  - /vars
","name: resolve platform specific vars

Answer: include_vars: ''
with_first_found:
- files:
  - -.yml
  -.yml
  -.yml
  skip: true
  paths:
  - /vars
",0.9290918707847595,0.6683911668630979
261,,data/repos/tkanemoto/gitrepo/tasks/main.yml,https://old-galaxy.ansible.com/tkanemoto/gitrepo,gitrepo,name: Download repo,39,tkanemoto,"get_url:
  url: https://storage.googleapis.com/git-repo-downloads/repo
  dest: /usr/local/bin/repo
","name: Download repo file

Answer: get_url:
  url: https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-7.12.0-linux-x86_64.tar.gz
  dest: /tmp/filebeat-7.12.0-linux-x86_64.tar.gz
  mode: '0644'
tags:
- packages
",0.7705456018447876,0.2437017637304686
262,,data/repos/sbesson/ansible-role-analysis-tools/tasks/main.yml,https://old-galaxy.ansible.com/sbesson/ansible-role-analysis-tools,ansible-role-analysis-tools,name: system packages | analysis utils,18,sbesson,"become: true
yum:
  name: ''
  state: present
with_items:
- parallel
","name: system packages | analysis utils

Answer: become: true
yum:
  name: ''
  state: present
with_items:
- parallel
",0.8645657300949097,0.5843627843944068
263,,data/repos/snowpoke/cozy_environment/tasks/main.yml,https://old-galaxy.ansible.com/snowpoke/cozy_environment,cozy_environment,name: Ensure that `fish` is installed,16,snowpoke,"become: true
ansible.builtin.apt:
  name: fish
  state: present
  update_cache: true
","name: Ensure that `fish` is installed (if necessary).

Answer: package:
  name: fish
  state: present
when: ansible_distribution == 'Darwin'
",0.7525296211242676,0.3417964205384135
264,,data/repos/mrlesmithjr/mesosphere/tasks/debian.yml,https://old-galaxy.ansible.com/mrlesmithjr/mesosphere,mesosphere,name: debian | adding mesosphere repo key,29,mrlesmithjr,"apt_key:
  keyserver: hkp://keyserver.ubuntu.com:80
  id: E56151BF
  state: present
","name: debian | adding mesosphere repo key

Answer: apt_key:
  url: https://packages.microsoft.com/keys/microsoft.asc
  state: present
when: ansible_distribution_release in ['bionic', 'xenial','stretch']
",0.7261257767677307,0.21365923271562762
265,,data/repos/akshayjai1/ans_role_ivim/tasks/vim.yml,https://old-galaxy.ansible.com/akshayjai1/ans_role_ivim,ans_role_ivim,name: install vim,16,akshayjai1,"homebrew:
  name: vim
  state: present
register: vim_install_output
","name: install vim on debian based distros

Answer: become: true
apt:
  name: vim
  state: present
when: ansible_pkg_mgr == 'apt'
",0.7737005352973938,0.3568078542574914
266,,data/repos/leogiraldimg/mysql_server/tasks/install.yml,https://old-galaxy.ansible.com/leogiraldimg/mysql_server,mysql_server,name: Inclui variaveis para distribuicoes Linux,13,leogiraldimg,"include_vars: .yml
tags: banco
","name: Inclui variaveis para distribuicoes Linux.

Answer: include_vars: ''
with_first_found:
-.yml
-.yml
- default.yml
",0.7342445850372314,0.15740852904033895
267,,data/repos/tpboyle/mysql/tasks/main.yml,https://old-galaxy.ansible.com/tpboyle/mysql,mysql,name: MySQL installation script has run (Debian-based distros).,16,tpboyle,"include_tasks: install-debian.yml
when: os_family == ""Ubuntu/Debian""
","name: MySQL installation script has run (Debian-based distros).

Answer: set_fact:
  mariadb_server_install_result: true
",0.7330294847488403,0.1568686610057746
268,,data/repos/msempere/rtbkit/tasks/install.yml,https://old-galaxy.ansible.com/msempere/rtbkit,rtbkit,name: install graphite required components,34,msempere,"shell: /usr/local/bin/pip install --allow-all-external  --allow-unverified
with_items: pip_pkgs
register: pip_result
changed_when: '''Requirement already satisfied'' not in pip_result.stdout'
","name: install graphite required components

Answer: pip: name= state=present
with_items: carbonpythoncarbon-relaygraphite-web
when: ansible_os_family == ""Debian""
",0.7249997854232788,0.26533615453635956
