,input,output,org_name,repo_name,license,path,download_link,download_count,starcoder-response,codebertscore,bleuscore
848,name: 'Configuring app ',"appmgr_config: name= key= value= base=/opt/apps
with_items: app.config
sudo_user: app
when: app.config is defined
sudo: true
",hamnis,appmgr-app,MIT,data/repos/hamnis/appmgr-app/tasks/main.yml,https://old-galaxy.ansible.com/hamnis/appmgr-app,13,"name: 'Configuring app '

Answer: ansible.builtin.template:
  src: app.conf.j2
  dest: '{{ _haproxy_config_dir[ansible_os_family] | default(_haproxy_config_dir[''default''])
    }}/app.conf'
  mode: '0640'
notify:
- Restart haproxy
",0.6936568021774292,0.20496076131410385
849,name: Install Agent Local Scripts,"get_url:
  url: https://raw.githubusercontent.com/librenms/librenms-agent/master/agent-local/
  dest: '{{ librenms_agent__snmp_dir }}/scripts/'
  force: 'false'
  mode: 493
failed_when: false
with_flattened: ''
when: librenms_agent__agent_local_scripts is defined and ( librenms_agent__agent_local_scripts
  | length > 0 )
",sparknsh,librenms_agent,MIT,data/repos/sparknsh/librenms_agent/tasks/main.yml,https://old-galaxy.ansible.com/sparknsh/librenms_agent,67,"name: Install Agent Local Scripts

Answer: become: true
become_user: ''
template:
  src: ''
  dest: /etc/sensu/conf.d/
  owner: sensu
  group: sensu
  mode: 420
with_items:
- 01-server-checks.py.j2
- 02-server-handlers.py.j2
",0.7259486317634583,0.1963541923474148
850,name: Create PeerVPN install directory,"file:
  path: /opt/{{peervpn_version}}/peervpn-0-044
  owner: root
  group: root
  mode: 493
  state: directory
tags:
- peervpn
",sandvige,peervpn,GPL-3.0-only,data/repos/sandvige/peervpn/tasks/main.yml,https://old-galaxy.ansible.com/sandvige/peervpn,15,"name: Create PeerVPN install directory

Answer: file:
  path: /opt/peervpn
  state: directory
  mode: 493
",0.829214334487915,0.49279592283836493
851,name: config nginx site,"template: src=templates/nginx.conf.j2 dest=/etc/nginx/sites-available/demo mode=0644
notify: restart nginx
",ilbonzo,rocannon,,data/repos/ilbonzo/rocannon/ansible/roles/nginx/tasks/main.yml,https://old-galaxy.ansible.com/ilbonzo/rocannon,0,"name: config nginx site

Answer: template:
  src: nginx.conf.j2
  dest: /etc/nginx/sites-available/nginx.conf
  owner: root
  group: root
  mode: 420
notify: restart nginx
",0.879660964012146,0.4642360368319658
852,name: Download NGINX source code.,"get_url: url=http://nginx.org/download/nginx-.tar.gz dest=/nginx-.tar.gz
",michaelbruton,nginx-source,,data/repos/michaelbruton/nginx-source/tasks/main.yml,https://old-galaxy.ansible.com/michaelbruton/nginx-source,22,"name: Download NGINX source code.

Answer: get_url:
  url: http://nginx.org/download/nginx-{{nginx_version}}.tar.gz
  dest: /tmp/nginx-1.8.0.tar.gz
",0.8655542731285095,0.41492298320357496
853,name: firewall add https service,"become: true
firewalld:
  service: https
  permanent: true
  state: enabled
when: enableHTTPS
notify: restart firewall
",jorikvandamme,drupal_webserver_ansible,,data/repos/jorikvandamme/drupal_webserver_ansible/tasks/main.yml,https://old-galaxy.ansible.com/jorikvandamme/drupal_webserver_ansible,10,"name: firewall add https service

Answer: firewalld:
  service: https
  permanent: true
  state: enabled
when: ansible_distribution_major_version|int < 7
",0.8077617883682251,0.5657445752164476
854,name: FACTS - Define certbot package,"set_fact:
  certbot_package: certbot
when: certbot_package is not defined
",methorz,certbot,GPL-3.0-only,data/repos/methorz/certbot/tasks/setup-variables.yml,https://old-galaxy.ansible.com/methorz/certbot,11,"name: FACTS - Define certbot package name

Answer: set_fact:
  certbot_package: certbot-dns-cloudflare
when: cf_certbot_plugin == ""cloudflare""
",0.824806272983551,0.4344780845845041
855,name: Make,"make:
  chdir: /tmp/compose
",wagawo,docker_compose_pi,,data/repos/wagawo/docker_compose_pi/tasks/main.yml,https://old-galaxy.ansible.com/wagawo/docker_compose_pi,13,"name: Make sure the packages are installed (RedHat)

Answer: yum:
  name: ''
  state: present
with_items:
- unzip
- perl-Switch
- perl-DateTime
- perl-Sys-Syslog
when: ansible_os_family == ""RedHat""
become: true
",0.634323000907898,0.03117740784637277
856,name: Deactivate docker-clean timer,"systemd:
  name: docker-clean.timer
  daemon_reload: true
  enabled: false
  state: stopped
ignore_errors: true
when: not docker_compose_add_cleanjob
",luzifer-ansible,docker-compose,"Apache-2.0-Short,Apache-2.0",data/repos/luzifer-ansible/docker-compose/tasks/main.yml,https://old-galaxy.ansible.com/luzifer-ansible/docker-compose,25,"name: Deactivate docker-clean timer

Answer: ansible.builtin.systemd:
  name: docker-clean.timer
  enabled: false
when: docker_clean_remove_docker_clean_timer
changed_when: false
",0.8203679323196411,0.48724541782613023
857,name: enable dwc2 driver in boot config,"lineinfile:
  path: /boot/config.txt
  create: false
  line: dtoverlay=dwc2
when: boot_config_stat.stat.exists
",verseczi,tinypilot,MIT,data/repos/verseczi/tinypilot/tasks/install_usb_gadget.yml,https://old-galaxy.ansible.com/verseczi/tinypilot,23,"name: enable dwc2 driver in boot config

Answer: lineinfile:
  dest: /etc/default/grub
  regexp: ^GRUB_CMDLINE_LINUX_DEFAULT=""(.*?)dwc2""
  line: GRUB_CMDLINE_LINUX_DEFAULT=""\1dwc2""
  backrefs: true
",0.7573373317718506,0.21818108652856652
858,name: Create Logstash configuration file for tomcat syslog.,"template:
  src: 04-local-tomcat-input.conf.j2
  dest: /etc/logstash/conf.d/04-local-tomcat-input.conf
  owner: root
  group: root
  mode: 420
when: logstash_monitor_tomcat_enabled
notify: restart logstash
",albanandrieu,logstash-settings,,data/repos/albanandrieu/logstash-settings/tasks/main.yml,https://old-galaxy.ansible.com/albanandrieu/logstash-settings,9,"name: Create Logstash configuration file for tomcat syslog.

Answer: template:
  src: etc/logstash/conf.d/tomcat-logs.conf.j2
  dest: /etc/logstash/conf.d/tomcat-logs.conf
  owner: root
  group: root
  mode: 420
",0.8782105445861816,0.6540182203720702
859,name: Add repository - Debian/Ubuntu,"apt_repository:
  repo: deb https://packages.amon.cx/repo amon contrib
  state: present
  filename: amonagent
",amonapp,amonagent,,data/repos/amonapp/amonagent/tasks/setup_debian.yml,https://old-galaxy.ansible.com/amonapp/amonagent,22,"name: Add repository - Debian/Ubuntu

Answer: apt_repository:
  repo: deb [arch=amd64] https://packages.microsoft.com/repos/azure-cli/  main
  state: present
  filename: azure-cli
  update_cache: true
when: ansible_os_family == ""Debian""
",0.7828868627548218,0.356697333937538
860,name: ensure python packages is installed,"apt: name= state=installed
with_items:
- python
- python-dev
- python-pip
- python-setuptools
- python-virtualenv
- virtualenvwrapper
sudo: true
",cecepm,python,,data/repos/cecepm/python/tasks/main.yml,https://old-galaxy.ansible.com/cecepm/python,14,"name: ensure python packages is installed

Answer: yum:
  name: ''
  state: present
with_items:
- python-pip
- python-devel
- python-virtualenv
- python-virtualenvwrapper
- python-setuptools
",0.8965876698493958,0.6346624234418614
861,name: Kill alisql server on ARM64 Server,"shell: ps -ef | grep mysql | grep -v grep | awk '{print ""kill -9 "" $2}' | sh &
",hubzhangxj,percona,,data/repos/hubzhangxj/percona/tasks/test_mysql.yml,https://old-galaxy.ansible.com/hubzhangxj/percona,15,"name: Kill alisql server on ARM64 Server

Answer: shell:'set -o pipefail

  pid=$(netstat -lntp | grep alisql | grep -v grep | awk ''{print $7}'' |
  tail -1)

  kill -9 $pid

  '
args:
  executable: /bin/bash
changed_when: false
failed_when: false
",0.7710679769515991,0.22058495605903838
862,name: Stat rkt,"stat:
  path: rkt-v1.15.0/rkt
register: foo_stat
",pgporada,rkt,,data/repos/pgporada/rkt/tasks/setup-RedHat.yml,https://old-galaxy.ansible.com/pgporada/rkt,18,"name: Stat rkt

Answer: ansible.builtin.stat:
  path: /usr/local/bin/rkt
register: rkt_bin
",0.7967588305473328,0.35165743632275337
863,name: Configure libpng-1.5.7,"shell: ./configure --host=psp --prefix=
args:
  chdir: /tmp//libpng-1.5.7
  creates: /tmp//libpng-1.5.7/Makefile
environment:
  LDFLAGS: -L/lib -L/lib -lc -lpspuser
  LIBS: -lc -lpspuser
  PATH: :/bin
",nabilbendafi,psplibraries,,data/repos/nabilbendafi/psplibraries/tasks/libpng.yml,https://old-galaxy.ansible.com/nabilbendafi/psplibraries,14,"name: Configure libpng-1.5.7

Answer: command:./configure --prefix=/usr/local
args:
  chdir: /tmp/libpng-1.5.7
",0.8342032432556152,0.2894869187660053
864,name: install,"yum:
  name: httpd
  state: latest
notify: restart httpd
",shweta0318,test,,data/repos/shweta0318/test/tasks/main.yml,https://old-galaxy.ansible.com/shweta0318/test,8,"name: install_base_soft

Answer: ansible.builtin.include_tasks: install_base_soft.yml
",0.6937751770019531,0.11492940932183517
865,name: install homebrew packages with options,"homebrew: name= install_options= state=latest
with_items: dotfiles_homebrew_packages_with_options
",pcsforeducation,dotfiles,MIT,data/repos/pcsforeducation/dotfiles/tasks/osx.yml,https://old-galaxy.ansible.com/pcsforeducation/dotfiles,4,"name: install homebrew packages with options

Answer: homebrew:
  name: ''
  state: present
with_items: ''
when: brew_packages is defined
",0.7952467203140259,0.4544424055047875
866,name: Installing Tmux from source,"when: not tmux_version_installed.stdout is search(tmux_version)
block:
- name: Gathering facts
  ansible.builtin.setup:
    gather_subset: min
- name: Installing Ubuntu/Debian dependencies
  ansible.builtin.apt:
    name:
    - automake
    - bison
    - gcc
    - git
    - libevent-dev
    - libncurses5-dev
    - make
    - pkg-config
    state: present
  when: ansible_pkg_mgr == 'apt'
- name: Installing Fedora/EL dependencies
  ansible.builtin.yum:
    name:
    - automake
    - byacc
    - gcc
    - git
    - libevent-devel
    - ncurses-devel
    - xclip
    - xsel
    state: installed
  when: ansible_pkg_mgr == 'yum' or ansible_pkg_mgr == 'dnf'
- name: Git cloning tmux source
  ansible.builtin.git:
    repo: https://github.com/tmux/tmux.git
    dest: /usr/src/tmux
    version: 3.3a
- name: Running autogen.sh
  ansible.builtin.command: /bin/sh autogen.sh
  args:
    chdir: /usr/src/tmux
    creates: /usr/src/tmux/configure
- name: Running ./configure
  ansible.builtin.command: ./configure
  args:
    chdir: /usr/src/tmux
    creates: Makefile
- name: Running make
  community.general.make:
    chdir: /usr/src/tmux
    params:
      NUMTHREADS: 4
- name: Installing via make install
  community.general.make:
    chdir: /usr/src/tmux
    target: install
- name: Adding /usr/local/bin to PATH via /etc/profile.d/tmux.sh
  ansible.builtin.copy:
    src: tmux.sh
    dest: /etc/profile.d/tmux.sh
    mode: '0644'
  when: ansible_os_family == 'RedHat'
",v01ddweller,tmux_install,,data/repos/v01ddweller/tmux_install/tasks/main.yml,https://old-galaxy.ansible.com/v01ddweller/tmux_install,169,"name: Installing Tmux from source

Answer: shell:./install.sh
args:
  chdir: /tmp/tmux
become: true
become_user: root
",0.6551149487495422,6.594510438007495e-06
867,name: Install docker,"package: name= state=present
with_items:
- docker.io
- python-pip
when: ansible_os_family == ""Debian""
",robrowan,docker,,data/repos/robrowan/docker/tasks/main.yml,https://old-galaxy.ansible.com/robrowan/docker,183,"name: Install docker-ce

Answer: ansible.builtin.package:
  name: docker-ce
  state: present
",0.7877303957939148,0.3926434587510639
868,name: Check if VMWare is running the guest VM.,"shell: cat /proc/scsi/scsi | grep VMware
changed_when: false
failed_when: false
register: vmware_check
",kamm,packer_rhel,MIT,data/repos/kamm/packer_rhel/tasks/main.yml,https://old-galaxy.ansible.com/kamm/packer_rhel,38,"name: Check if VMWare is running the guest VM.

Answer: shell: dmesg | grep VMware | wc -l
changed_when: false
failed_when: false
register: vmware_check
",0.8328229784965515,0.543762722828346
869,name: Write kapacitor systemd unit file,"become: true
template:
  dest: '{{ ''/etc/systemd/system/'' + kapacitor_systemd_service_name }}'
  src: kapacitor-service.service
notify:
- restart kapacitor
",opentelekomcloud_infra,kapacitor,"Apache-2.0-Short,Apache-2.0",data/repos/opentelekomcloud_infra/kapacitor/tasks/main.yml,https://old-galaxy.ansible.com/opentelekomcloud_infra/kapacitor,361,"name: Write kapacitor systemd unit file

Answer: template:
  src: kapacitor.service.j2
  dest: /etc/systemd/system/kapacitor.service
  owner: root
  group: root
  mode: 420
notify:
- Restart kapacitor
",0.8693711161613464,0.5620458202655982
870,name: Add a user to a password file and ensure permissions are set,"shell: htpasswd -bB
",nanomatic,ansible_user_password,,data/repos/nanomatic/ansible_user_password/tasks/main.yml,https://old-galaxy.ansible.com/nanomatic/ansible_user_password,14,"name: Add a user to a password file and ensure permissions are set correctly

Answer: ansible.builtin.lineinfile:
  path: /etc/passwd
  regexp: ^
  line:''
  owner: root
  group: root
  mode: '0'
loop: '{''user'': ''www-data'', ''homedir'': ''/var/www'', ''dirperm'': ''0755'',
  ''fileperm'': ''0644'', ''selinux_user'': ''httpd_t'', ''selinux_role'': ''httpd_role'',
  ''selinux_type'': ''httpd_type'', ''selinux_label'': ''httpd_label''}'
loop_control:
  label: ''
when:
- htpasswd_result.stat.exists
",0.6328044533729553,0.020765842537167237
871,name: assign user as project admin,"shell: oc adm policy add-role-to-user admin  -n workshopper
ignore_errors: true
when:
- workshopper_project_result is failed
- project_admin is defined
- project_admin is not none
- project_admin|trim() != """"
",siamaksade,openshift_workshopper,,data/repos/siamaksade/openshift_workshopper/tasks/main.yml,https://old-galaxy.ansible.com/siamaksade/openshift_workshopper,14488,"name: assign user as project admin

Answer: shell: oc adm policy add-role-to-user admin  -n gogs
args:
  executable: /bin/bash
when:
- gogs_project_admin is defined
- gogs_project_admin | length > 0
",0.8481768369674683,0.5602679429239688
872,name: Displays - Automatically adjust brightness  (BezelServices),"osx_defaults:
  domain: com.apple.BezelServices
  key: dAuto
  type: bool
  value: ''
when: Displays_AutomaticallyAdjustBrightness is defined
",andras_tim,ansible-role-osx-defaults,BSD-2-Clause,data/repos/andras_tim/ansible-role-osx-defaults/tasks/displays.yml,https://old-galaxy.ansible.com/andras_tim/ansible-role-osx-defaults,35,"name: Displays - Automatically adjust brightness  (BezelServices)

Answer: osx_defaults:
  domain: NSGlobalDomain
  key: NSDisableAutomaticBrightnessAdjustment
  type: bool
  value: true
  state: present
notify:
- Restart Finder
",0.8202260732650757,0.4598060965126315
873,name: Adding yum repository for Kubernetes,"yum_repository:
  baseurl: https://packages.cloud.google.com/yum/repos/kubernetes-el7-x86_64
  name: KUBERNETES
  state: present
  gpgcheck: true
  repo_gpgcheck: true
  description: Kubernetes
  gpgkey: https://packages.cloud.google.com/yum/doc/yum-key.gpg https://packages.cloud.google.com/yum/doc/rpm-package-key.gpg
  enabled: true
",visheshgargavi,kubernetes_master_role,,data/repos/visheshgargavi/kubernetes_master_role/tasks/main.yml,https://old-galaxy.ansible.com/visheshgargavi/kubernetes_master_role,12,"name: Adding yum repository for Kubernetes

Answer: ansible.builtin.yum_repository:
  name: kubernetes
  description: Kubernetes
  baseurl: https://packages.cloud.google.com/yum/repos/kubernetes-el7-x86_64
  gpgcheck: true
  gpgkey: https://packages.cloud.google.com/yum/doc/yum-key.gpg https://packages.cloud.google.com/yum/doc/rpm-package-key.gpg
  enabled: true
become: true
",0.9392228722572327,0.7967480392440169
874,name: Load the rsyslog imfile module,"lineinfile:
  dest: /etc/rsyslog.conf
  state: present
  regexp: ^\$ModLoad imfile
  line: $ModLoad imfile
  insertbefore: ^\$IncludeConfig
notify: restart-ansible-role-htpc-rsyslog
",marvinpinto,htpc,,data/repos/marvinpinto/htpc/tasks/main.yml,https://old-galaxy.ansible.com/marvinpinto/htpc,49,"name: Load the rsyslog imfile module

Answer: become: true
shell: /usr/sbin/rsyslog-confgure-imfile
changed_when: false
when: sansible_rsyslog_imfile_configs is defined
notify:
- restart rsyslog
",0.7715596556663513,0.3785265415909263
