,org_name,license,input,path,output,repo_name,download_count,download_link,starcoder-response,codebertscore,bleuscore
446,shelleg,"Apache-2.0-Short,Apache-2.0",name: Include github-release tasks,data/repos/shelleg/prometheus/tasks/main.yml,"include: install-github-release.yml
when: prometheus_installation_method == 'github-release' or prometheus_installation_method
  == 'docker'
",prometheus,65,https://old-galaxy.ansible.com/shelleg/prometheus,"name: Include github-release tasks

Answer: include_tasks: github-release.yml
when:
- gh_release_token is defined
- gh_release_token | length > 0
",0.7544798254966736,0.38321875038963876
447,fingul,,name: create link libclntsh.so,data/repos/fingul/oracle-11g-client/tasks/main.yml,"file: src=/opt/instantclient_11_2/libclntsh.so.11.1 dest=/opt/instantclient_11_2/libclntsh.so
  state=link
",oracle-11g-client,35,https://old-galaxy.ansible.com/fingul/oracle-11g-client,"name: create link libclntsh.so.1 to libclntsh.so.1.1

Answer: file:
  src: /usr/lib64/libclntsh.so.1.1
  dest: /usr/lib64/libclntsh.so.1
  state: link
when: clntsh_source_version.stdout!= clntsh_version
",0.8559702634811401,0.275371078441263
448,dixon629,MIT,name: Ensure group exists,data/repos/dixon629/bamboo/tasks/main.yml,"group:
  name: bamboo
  state: present
",bamboo,20,https://old-galaxy.ansible.com/dixon629/bamboo,"name: Ensure group exists

Answer: group:
  name: '{{ _dns_owner[ansible_os_family] | default(_dns_owner[''default'']) }}'
  state: present
",0.7404847145080566,0.22554760085446804
449,mohit04tomar,,name: Changing the .cgroupdriver yo syatemd,data/repos/mohit04tomar/kubernetescluster/k8s_slave/tasks/main.yml,"copy:
  dest: /etc/docker/daemon.json
  content: '{ ""exec-opts"": [""native.cgroupdriver=systemd""] }'
",kubernetescluster,18,https://old-galaxy.ansible.com/mohit04tomar/kubernetescluster,"name: Changing the .cgroupdriver yo syatemd

Answer: sysctl:
  name: net.bridge.bridge-nf-call-iptables
  value: true
  sysctl_set: true
  state: present
become: true
",0.723598062992096,0.1738138810497176
450,bitfinity-nl,MIT,name: Install packages,data/repos/bitfinity-nl/teampass/tasks/main.yml,"apt:
  name: ''
  state: present
  update_cache: true
with_items:
- git
- mcrypt
- curl
- php-mysql
- php-opcache
- php-mbstring
- php-ldap
- php-bcmath
- php-gd
- php-xml
- php-common
- php-mysqlnd
- php-curl
",teampass,36,https://old-galaxy.ansible.com/bitfinity-nl/teampass,"name: Install packages

Answer: ansible.builtin.package:
  name: '{{ _mediawiki_packages[ansible_os_family] | default(_mediawiki_packages[''default''])
    }}'
  state: present
",0.6811361312866211,0.19474431793077604
451,zewaren,,name: Configure the edition ids,data/repos/zewaren/ansible_role_freebsd_geoip_update/tasks/main.yml,"lineinfile:
  dest: /usr/local/etc/GeoIP.conf
  regexp: ^EditionIDs\s+
  line: EditionIDs GeoLite2-Country GeoLite2-City
",ansible_role_freebsd_geoip_update,14,https://old-galaxy.ansible.com/zewaren/ansible_role_freebsd_geoip_update,"name: Configure the edition ids

Answer: template:
  src: edition-ids.conf.j2
  dest: '{{ _edition_ids_conf_file[ansible_distribution ~ ''-'' ~ ansible_distribution_major_version]
    | default(_edition_ids_conf_file[ansible_distribution] | default(_edition_ids_conf_file[''default'']
    )) }}'
  owner: root
  group: root
  mode: 420
notify:
- Restart edition-ids
",0.6642599105834961,0.10516579519169408
452,richardwiden,GPL-3.0-only,name: Enable firewall services,data/repos/richardwiden/iptables_docker/tasks/uninstall.yml,"ansible.builtin.service:
  name: ''
  state: started
  enabled: true
with_items: ufwfirewalld
failed_when: false
",iptables_docker,12,https://old-galaxy.ansible.com/richardwiden/iptables_docker,"name: Enable firewall services

Answer: ansible.posix.firewalld:
  service: ''
  permanent: true
  immediate: true
  state: enabled
loop:
- ''
notify: Reload firewalld
",0.7726479768753052,0.3828066634596881
453,tumf,MIT,name: Installing dependencies,data/repos/tumf/newrelic/tasks/install_redhat.yml,"yum:
  name: http://download.newrelic.com/pub/newrelic/el5/i386/newrelic-repo-5-3.noarch.rpm
  state: present
",newrelic,189,https://old-galaxy.ansible.com/tumf/newrelic,"name: Installing dependencies

Answer: ansible.builtin.package:
  name: '{{ _squid_dependencies[ansible_os_family] | default(_squid_dependencies[''default''])
    }}'
  state: present
",0.6957864165306091,0.1784007466376602
454,icopp-ansible,MIT,name: Install the latest stable Node.js via Homebrew,data/repos/icopp-ansible/node/tasks/main.yml,"package:
  name: node
  state: latest
when: ansible_os_family == ""Darwin""
",node,4,https://old-galaxy.ansible.com/icopp-ansible/node,"name: Install the latest stable Node.js via Homebrew

Answer: homebrew:
  name: node
  state: latest
",0.7777125239372253,0.3698601951062331
455,kbrebanov,BSD-2-Clause,name: Configure Oracle VirtualBox APT repository,data/repos/kbrebanov/virtualbox/tasks/Ubuntu.yml,"apt_repository: 'repo=""deb http://download.virtualbox.org/virtualbox/debian  contrib""
  state=present

  '
tags: virtualbox
",virtualbox,168,https://old-galaxy.ansible.com/kbrebanov/virtualbox,"name: Configure Oracle VirtualBox APT repository

Answer: apt_repository:
  repo: deb http://download.virtualbox.org/virtualbox/debian  contrib
  state: present
",0.887614905834198,0.6114271119704511
456,larixsource,"Apache-2.0-Short,Apache-2.0",name: install php5 and related libs,data/repos/larixsource/lemp/tasks/main.yml,"apt: name= state=present
with_items:
- php5-fpm
- php5-mysql
- php5-gd
- php5-curl
",lemp,88,https://old-galaxy.ansible.com/larixsource/lemp,"name: install php5 and related libs

Answer: apt:
  name: ''
  state: present
with_items:
- php5.6-common
- php5.6-cli
- php5.6-curl
- php5.6-gd
- php5.6-intl
- php5.6-json
- php5.6-mbstring
- php5.6-mysql
- php5.6-opcache
- php5.6-pgsql
- php5.6-readline
- php5.6-redis-php
- php5.6-xml
- php5.6-zip
when: ansible_os_family == ""Debian""
",0.839061439037323,0.19692253751834005
457,tschifftner,,name: Set composer chmod,data/repos/tschifftner/composer/tasks/main.yml,"file:
  path: /usr/local/bin/composer
  owner: root
  group: root
  mode: 493
",composer,281,https://old-galaxy.ansible.com/tschifftner/composer,"name: Set composer chmod

Answer: file:
  path: /composer.phar
  mode: 493
",0.8097769618034363,0.5117057927445507
458,awasilyev,,name: Update the apache user,data/repos/awasilyev/apache-container/tasks/main.yml,"user:
  name: apache
  uid: 1000
  group: root
  createhome: false
",apache-container,103,https://old-galaxy.ansible.com/awasilyev/apache-container,"name: Update the apache user

Answer: user: name=www-data system=yes
",0.7600502371788025,0.28581623654389104
459,biggers,,name: redmon | create runit service-directory,data/repos/biggers/docker-ansible-redis/ansible-redis/tasks/redmon.yml,"file: dest=/etc/service/redmon  owner=root group=root state=directory
",docker-ansible-redis,0,https://old-galaxy.ansible.com/biggers/docker-ansible-redis,"name: redmon | create runit service-directory

Answer: become: true
file:
  path: /etc/service
  state: directory
  mode: 493
",0.7832027673721313,0.30743152984004984
460,cyverse-ansible,,name: Download bamtools,data/repos/cyverse-ansible/bamtools/tasks/main.yml,"get_url:
  url: https://github.com/pezmaster31/bamtools/archive/v2.4.1.tar.gz
  dest: /tmp/bamtools.tar.gz
",bamtools,18,https://old-galaxy.ansible.com/cyverse-ansible/bamtools,"name: Download bamtools

Answer: get_url: url=https://github.com/arq5x/bamtools/archive/v0.10.0.tar.gz dest=/tmp/bamtools-0.10.0.tar.gz
",0.8870385885238647,0.5616229908921744
461,webofmars,MIT,name: Ensire /usr/share/keyrings/ exists,data/repos/webofmars/teleport/tasks/install-packages.yml,"file:
  path: /usr/share/keyrings
  state: directory
  mode: '0755'
when: not teleport__apt_signing_legacy
",teleport,2,https://old-galaxy.ansible.com/webofmars/teleport,"name: Ensire /usr/share/keyrings/ exists

Answer: ansible.builtin.file:
  path: /usr/share/keyrings/
  state: directory
  mode: '0755'
",0.8402321934700012,0.5413464763548769
462,unklebens,,name: docker compose pgadmin4 up -d,data/repos/unklebens/pgadmin4_role/tasks/main.yml,"command: docker-compose up -d
args:
  chdir: /home/
",pgadmin4_role,44,https://old-galaxy.ansible.com/unklebens/pgadmin4_role,"name: docker compose pgadmin4 up -d
",0.7941325306892395,0.37911221200564355
463,grycap,"Apache-2.0-Short,Apache-2.0",name: Create 00-crio-bridge.conflist,data/repos/grycap/cri_o/tasks/main.yml,"copy:
  content: ""{\n  \""cniVersion\"": \""0.3.1\"",\n  \""name\"": \""crio\"",\n  \""plugins\""\
    : [\n    {\n      \""type\"": \""bridge\"",\n      \""bridge\"": \""cni0\"",\n      \""\
    isGateway\"": true,\n      \""ipMasq\"": true,\n      \""hairpinMode\"": true,\n  \
    \    \""ipam\"": {\n        \""type\"": \""host-local\"",\n        \""routes\"": [\n \
    \           { \""dst\"": \""0.0.0.0/0\"" }\n        ],\n        \""ranges\"": [\n  \
    \          [{ \""subnet\"": \""10.85.0.0/16\"" }]\n        ]\n      }\n    }\n  ]\n\
    }\n""
  dest: /etc/cni/net.d/00-crio-bridge.conflist
notify: Restart cri-o
",cri_o,1169,https://old-galaxy.ansible.com/grycap/cri_o,"name: Create 00-crio-bridge.conflist

Answer: ansible.builtin.template:
  src: 00-crio-bridge.conflist.j2
  dest: /etc/crio/crio-bridge.conflist
  owner: root
  group: root
  mode: 420
",0.6632134318351746,0.049581307105704686
464,ichundu,,name: Enable optionals rpm repo for RedHat,data/repos/ichundu/spacewalk/tasks/install.yml,"command: subscription-manager repos --enable rhel--server-optional-rpms
when: ansible_distribution == ""RedHat""
",spacewalk,169,https://old-galaxy.ansible.com/ichundu/spacewalk,"name: Enable optionals rpm repo for RedHat family

Answer: ansible.builtin.yum_repository:
  name: ''
  description: ''
  baseurl: ''
  gpgcheck: 'true'
  gpgkey: https://packages.microsoft.com/keys/microsoft.asc
  enabled: 'true'
loop: '{''name'': ''packages-microsoft-com-prod'', ''description'': ''Microsoft
  packages for Linux''}{''name'': ''packages-microsoft-com-prod-msisdns'',
  ''description'': ''Microsoft packages for Linux (MSIsdns)''}'
when:
- ansible_os_family == ""RedHat""
loop_control:
  label: ''
",0.70088130235672,0.1264238743536554
465,softasap,,name: MONO | package-dependencies,data/repos/softasap/sa-mono-aspnet/tasks/main.yml,"apt: state=present pkg=
become: true
with_items:
- autoconf
- automake
- build-essential
- curl
- gettext
- git
- libtool
- libcurl4-openssl-dev
- libicu-dev
- libssl-dev
- libunwind8
- uuid-dev
- zlib1g
",sa-mono-aspnet,20,https://old-galaxy.ansible.com/softasap/sa-mono-aspnet,"name: MONO | package-dependencies

Answer: apt:
  name: ''
  state: present
with_items:
- mono-devel
",0.7451099753379822,0.14964393485457517
466,vicenteg,,name: create tables,data/repos/vicenteg/mapr_opentsdb/tasks/main.yml,"become: true
become_user: opentsdb
command: /tmp/opentsdb-maprdb-install/create_table.sh
notify: restart opentsdb
",mapr_opentsdb,19,https://old-galaxy.ansible.com/vicenteg/mapr_opentsdb,"name: create tables

Answer: oracle_tablespace:
  service_name: XEPDB1
  username: SYS
  password: password
  mode: sysdba
  tablespace: ts
  size: 1M
  datafiles:
  - /tmp/ts1.dbf
  - /tmp/ts2.dbf
  state: present
",0.7057076096534729,0.17620997156713245
467,buluma,"Apache-2.0-Short,Apache-2.0",name: ensure Mosquitto clients is installed,data/repos/buluma/mosquitto/tasks/install.yml,"become: true
ansible.builtin.apt:
  name: mosquitto-clients=1.6.*
  state: present
when: mosquitto_install_clients
",mosquitto,10,https://old-galaxy.ansible.com/buluma/mosquitto,"name: ensure Mosquitto clients is installed

Answer: apt:
  name: mosquitto
  state: present
",0.7903844714164734,0.5271067355864132
468,fubarhouse,MIT,name: UpSource | Get distribution,data/repos/fubarhouse/jetbrains-upsource/tasks/tasks-upsource-distribution.yml,"get_url:
  url: http://download.jetbrains.com/upsource/upsource-2017.3.2593.zip
  dest: /tmp/upsource-2017.3.2593.zip
  validate_certs: false
tags:
- upsource
",jetbrains-upsource,115,https://old-galaxy.ansible.com/fubarhouse/jetbrains-upsource,"name: UpSource | Get distribution version

Answer: ansible.builtin.command: cat /etc/issue.net
register: upsource_distro
changed_when: false
",0.732800304889679,0.20124690193375716
469,olibob,,name: Set alternatives for jar,data/repos/olibob/java/tasks/main.yml,"alternatives: path=/opt/jdk1.8.0_45/bin/jar name=jar link=/usr/bin/jar
",java,17,https://old-galaxy.ansible.com/olibob/java,"name: Set alternatives for jar

Answer: alternatives: name= jar=""/usr/local/bin/jars/jars-1.7.7-20140227.155629-1.jar"" path=""/usr/local/bin/jars/jars-1.7.7-20140227.155629-1.jar""
",0.8087443113327026,0.24176521022578681
470,samriddhimishra,,name: Adding apt repository for Kubernetes,data/repos/samriddhimishra/k8smultinodecluster/kube_slave/tasks/debian.yml,"apt_repository:
  repo: deb https://apt.kubernetes.io/ kubernetes-xenial main
  state: present
  filename: kubernetes.list
",k8smultinodecluster,31,https://old-galaxy.ansible.com/samriddhimishra/k8smultinodecluster,"name: Adding apt repository for Kubernetes

Answer: apt_repository:
  repo: deb http://apt.kubernetes.io/ kubernetes-xenial main
  state: present
  filename: kubernetes
  update_cache: true
",0.911370038986206,0.6057194469398551
471,ivanmathew_tech,,name: Mariadb-Server - Creating User,data/repos/ivanmathew_tech/roleplay/tasks/main.yml,"mysql_user:
  login_user: root
  login_password: mysqlroot123
  name: wpuser
  password: wpuser123
  priv: wordpress.*:ALL
",roleplay,12,https://old-galaxy.ansible.com/ivanmathew_tech/roleplay,"name: Mariadb-Server - Creating User

Answer: mysql_user:
  name: ''
  host: ''
  password: ''
  priv: '*.*:ALL'
  login_user: root
  login_password: ''
  state: present
with_items: ''
when: item.state == ""present""
",0.7779155373573303,0.4128041991352551
472,anilbd2003,,name: Copy your index file,data/repos/anilbd2003/ansible_galaxy_apache_role/tasks/copyIndex.yml,"template:
  src: files/index.html
  dest: /var/www/domain1.local/index.html
",ansible_galaxy_apache_role,1,https://old-galaxy.ansible.com/anilbd2003/ansible_galaxy_apache_role,"name: Copy your index file

Answer: template:
  src: index.html.j2
  dest: /var/www/html/index.html
  owner: www-data
  group: www-data
  mode: 420
",0.8381009101867676,0.39724833994574027
473,wosg-virtualenv,,name: Install yum-cron.,data/repos/wosg-virtualenv/security/tasks/autoupdate-RedHat.yml,"yum: name=yum-cron state=present
",security,4,https://old-galaxy.ansible.com/wosg-virtualenv/security,"name: Install yum-cron.

Answer: yum:
  name: yum-cron
  state: present
",0.8844028115272522,0.326686877479976
474,jc_iacono,,name: task include main,data/repos/jc_iacono/fascinanoting/tasks/main.yml,"import_tasks: main/main.yml
when: ((ansible_distribution == 'Alpine') and (ansible_distribution_version is match(""3\.7\.*|3\.8\.*"")))
tags:
- nano
",fascinanoting,21,https://old-galaxy.ansible.com/jc_iacono/fascinanoting,"name: task include main.yml

Answer: include_tasks: main.yml
",0.7371230125427246,0.10562413149663614
475,yuokada,BSD-3-Clause,name: Install memory_demo catalog catalog,data/repos/yuokada/presto/tasks/02_catalog_memory.yml,"template:
  src: catalog/memory_demo.properties.j2
  dest: /etc/presto/catalog/memory_demo.properties
  owner: root
  group: root
  mode: 420
notify: Restart presto
",presto,34,https://old-galaxy.ansible.com/yuokada/presto,"name: Install memory_demo catalog catalog file

Answer: copy:
  src: memory_demo_catalog.json
  dest: '{{ memory_demo_parent_path }}/catalog_config/memory_demo_catalog.json'
  owner: root
  group: root
  mode: 420
",0.8488155007362366,0.4724974819804465
